"user_id","donated","condition","clickthrough","recruited","raised","donatedsince","n","propdevice","numdevice","device","firstvisit","houroffirst"
5380446,50,0,1,0,0,1,1,1,1,"Desktop",6,"10"
5380522,10,0,0,0,0,1,1,1,1,"Desktop",7,"13"
5380544,25,1,0,0,0,0,1,0,1,"Mobile",7,"12"
5380687,100,1,1,1,100,0,1,0,1,"Mobile",20,"16"
5380930,25,0,0,0,0,0,1,0,1,"Mobile",9,"10"
5380947,50,1,0,0,0,0,1,0,1,"Mobile",9,"11"
5381402,10,0,0,0,0,0,1,0,1,"Mobile",23,"7"
5381571,50,1,0,0,0,1,1,1,1,"Desktop",18,"11"
5381777,10,0,1,0,0,0,1,1,1,"Desktop",14,"12"
5381835,100,1,0,0,0,0,1,1,1,"Desktop",5,"19"
5382358,508.86,0,0,0,0,0,2,0,1,"Mobile",13,"11"
5382413,25,0,0,0,0,0,1,0,1,"Mobile",14,"15"
5382530,50,0,0,0,0,0,1,0,1,"Mobile",27,"8"
5382559,40,1,0,0,0,0,1,1,1,"Desktop",4,"16"
5382910,41,1,0,0,0,1,2,0,1,"Mobile",19,"20"
5383235,100,1,0,0,0,0,1,1,1,"Desktop",12,"17"
5383316,299.22,0,0,0,0,0,1,1,1,"Desktop",8,"14"
5384240,50,1,0,0,0,0,1,1,1,"Desktop",18,"20"
5384577,275.46,0,0,0,0,0,1,1,1,"Desktop",22,"12"
5384584,35,0,0,0,0,1,3,0.6,2,"Mobile",2,"18"
5384632,199,0,0,0,0,0,2,0,1,"Mobile",21,"7"
5385550,50,1,0,0,0,0,1,1,1,"Desktop",17,"14"
5385763,25,0,1,0,0,0,1,0,1,"Mobile",17,"18"
5385793,40,1,1,0,0,0,1,0,1,"Mobile",16,"21"
5385937,25,0,0,0,0,0,1,0,1,"Mobile",9,"13"
5386088,3299.28,0,0,0,0,1,30,0.566666666666667,2,"Desktop",5,"16"
5386397,25,1,0,0,0,0,1,0,1,"Mobile",16,"1"
5387457,120,0,0,0,0,1,5,0,2,"",17,"16"
5387588,50,0,0,0,0,0,1,0,1,"Mobile",3,"20"
5387919,25,0,0,0,0,0,1,0,1,"Mobile",2,"18"
5388003,50,0,0,0,0,0,1,1,1,"Desktop",11,"15"
5388216,20,0,1,0,0,0,1,1,1,"Desktop",17,"18"
5388416,50,1,0,0,0,0,1,1,1,"Desktop",14,"13"
5388937,25,0,1,0,0,0,1,0,1,"Mobile",20,"12"
5388979,200,0,0,0,0,1,2,0,1,"Mobile",15,"21"
5389223,50,1,1,1,99,0,1,1,1,"Desktop",18,"7"
5389306,100,0,0,0,0,1,1,0,1,"Mobile",21,"7"
5389770,50,0,1,0,0,0,1,0,1,"Mobile",10,"15"
5389829,67.87,0,0,0,0,1,1,0,1,"Mobile",22,"18"
5389939,50,1,0,0,0,0,2,0,1,"Mobile",2,"10"
5390228,75,0,0,0,0,1,2,0,1,"Mobile",24,"14"
5390811,45,0,0,0,0,1,1,1,1,"Desktop",5,"18"
5390820,30,1,1,0,0,1,3,1,1,"Desktop",3,"23"
5390906,150,1,0,0,0,1,6,0,1,"Mobile",19,"10"
5391025,50,1,0,0,0,1,2,0,2,"Mobile",3,"23"
5391499,50,1,0,0,0,0,1,0,1,"Mobile",18,"10"
5391564,10,1,0,0,0,0,1,1,1,"Desktop",5,"14"
5391597,10,1,0,0,0,1,1,0,1,"Mobile",13,"0"
5391786,50,1,0,0,0,1,1,1,1,"Desktop",5,"11"
5392160,100,1,0,0,0,1,2,1,1,"Desktop",21,"13"
5392374,50,1,0,0,0,1,1,0,1,"Mobile",8,"20"
5392385,20,0,1,0,0,0,1,1,1,"Desktop",27,"20"
5392408,25,0,0,0,0,1,1,1,1,"Desktop",1,"16"
5392538,10,0,0,0,0,0,1,0,1,"Mobile",12,"9"
5392751,328,0,0,0,0,1,2,0.5,2,"Desktop",2,"12"
5392881,40,1,0,0,0,1,2,0,1,"Mobile",13,"11"
5393201,5,0,0,0,0,0,1,1,1,"Desktop",15,"16"
5393561,25,0,0,0,0,0,1,0,1,"Mobile",16,"10"
5393768,21.44,0,0,0,0,0,1,0,1,"Mobile",20,"7"
5394000,100,0,0,0,0,0,1,0,1,"Mobile",18,"18"
5394042,50,0,0,0,0,0,1,1,1,"Desktop",16,"18"
5394444,100,0,0,0,0,0,2,0,1,"Mobile",21,"14"
5394458,50,0,0,0,0,1,2,0.5,2,"Desktop",16,"11"
5394740,50,1,1,1,25,0,1,0,1,"Tablet",21,"20"
5394777,25,0,1,0,0,0,1,0,1,"Mobile",9,"23"
5394842,25,0,0,0,0,0,1,1,1,"Desktop",13,"17"
5394869,50,1,0,0,0,0,1,0,1,"Mobile",22,"19"
5394994,50,1,0,0,0,0,1,0,1,"Mobile",20,"12"
5395044,25,1,0,0,0,0,1,0,1,"Mobile",6,"12"
5395144,10,1,0,0,0,0,1,0,1,"Mobile",12,"10"
5395191,120.17,1,0,0,0,1,5,0,1,"Mobile",14,"22"
5395216,100,0,0,0,0,0,1,0,1,"Mobile",13,"23"
5395263,20,1,1,0,0,1,1,1,1,"Desktop",5,"17"
5396377,20,0,0,0,0,1,1,1,1,"Desktop",21,"10"
5396520,20,1,0,0,0,0,1,1,1,"Desktop",22,"21"
5396881,95,1,0,0,0,0,3,0,1,"Mobile",27,"20"
5397518,50,1,0,0,0,0,1,0,1,"Mobile",7,"21"
5397660,68.38,0,0,0,0,0,1,0,1,"Mobile",14,"13"
5397717,250,1,0,0,0,0,1,0,1,"Mobile",19,"19"
5397829,200,0,0,0,0,0,1,0,1,"Mobile",20,"23"
5398141,45,0,0,0,0,1,2,0,1,"Mobile",21,"12"
5398155,1753.03,1,0,0,0,0,24,0.285714285714286,2,"",13,"13"
5398259,50,0,0,0,0,0,1,0,1,"Mobile",13,"11"
5398262,99,1,0,0,0,0,1,0,1,"Mobile",16,"3"
5398844,50,0,1,0,0,0,2,0,1,"Mobile",15,"22"
5399533,25,0,1,0,0,0,1,0,1,"Mobile",15,"9"
5399638,935.15,1,0,0,0,0,5,0.4,2,"",19,"0"
5400527,423.86,0,0,0,0,0,2,0,1,"Mobile",1,"7"
5400675,36,0,0,0,0,0,1,1,1,"Desktop",13,"16"
5400995,300,1,0,0,0,0,1,0,1,"Mobile",12,"16"
5401088,156,1,0,0,0,0,4,0.5,2,"Desktop",24,"12"
5401452,50,1,0,0,0,1,1,1,1,"Desktop",14,"10"
5402338,50,1,0,0,0,1,1,1,1,"Desktop",6,"11"
5402536,100,1,0,0,0,0,2,0,1,"Mobile",19,"0"
5402974,25,1,0,0,0,0,1,0,1,"Mobile",13,"19"
5403176,20,1,0,0,0,1,2,0.5,2,"",15,"18"
5404143,50,0,0,0,0,0,1,0,1,"Mobile",11,"7"
5404151,99,1,1,0,0,0,1,0,1,"Mobile",7,"20"
5404737,25,1,0,0,0,1,1,0,1,"Mobile",22,"19"
5404761,250,1,0,0,0,0,1,0,1,"Mobile",13,"16"
5405011,60,0,0,0,0,0,1,1,1,"Desktop",14,"13"
5405029,157.42,0,0,0,0,0,3,1,1,"Desktop",20,"14"
5405353,117.19,0,0,0,0,1,1,1,1,"Desktop",2,"15"
5406026,160.4,0,1,0,0,1,4,1,1,"Desktop",2,"7"
5406411,200,0,0,0,0,1,2,0.333333333333333,2,"",5,"1"
5406650,10,1,0,0,0,1,1,0,1,"Mobile",3,"14"
5407351,25,1,0,0,0,0,1,0,1,"Mobile",17,"21"
5407604,100,0,0,0,0,0,1,0,1,"Mobile",6,"14"
5407617,50,0,0,0,0,1,1,0,1,"Mobile",4,"13"
5408082,273.4,1,1,0,0,1,1,1,1,"Desktop",14,"13"
5408618,50,1,0,0,0,0,1,1,1,"Desktop",27,"11"
5409126,100,1,0,0,0,0,1,0,1,"Mobile",8,"12"
5409300,75,1,0,0,0,1,1,1,1,"Desktop",22,"12"
5409501,35,1,0,0,0,0,1,0,1,"Mobile",1,"16"
5409539,50,0,0,0,0,0,1,0,1,"Mobile",11,"11"
5409545,25,0,1,0,0,0,1,0,1,"Mobile",9,"10"
5409549,20,1,0,0,0,0,1,1,1,"Desktop",4,"10"
5409827,10,0,0,0,0,0,1,0,1,"Mobile",3,"9"
5409908,25,0,0,0,0,1,1,1,1,"Desktop",22,"18"
5410000,15,0,0,0,0,1,3,0.5,2,"Desktop",3,"14"
5410035,20,0,0,0,0,0,1,0,1,"Mobile",5,"23"
5410499,5,0,0,0,0,1,1,1,1,"Desktop",26,"15"
5410730,25,0,0,0,0,0,1,0,1,"Mobile",23,"7"
5410804,100,1,1,0,0,0,1,0,1,"Mobile",14,"8"
5411008,609.38,0,0,0,0,1,2,0,1,"Tablet",5,"13"
5411298,25,0,0,0,0,0,1,1,1,"Desktop",13,"14"
5411512,200,1,0,0,0,0,2,0.5,2,"Desktop",12,"16"
5411788,75,1,0,0,0,1,2,0,2,"",5,"14"
5412181,30,1,0,0,0,1,2,0,1,"Mobile",3,"19"
5412191,189,0,0,0,0,0,4,0.75,2,"Desktop",7,"20"
5412718,25,1,0,0,0,0,1,0,1,"Mobile",20,"10"
5412778,9.14,1,0,0,0,1,1,1,1,"Desktop",17,"15"
5412990,87.35,0,0,0,0,1,2,1,1,"Desktop",27,"11"
5413207,150,1,0,0,0,1,3,0.333333333333333,2,"",12,"17"
5413485,134.44,1,0,0,0,1,3,0,1,"Mobile",19,"12"
5413538,25,1,1,0,0,1,1,0,1,"Mobile",13,"13"
5413591,25,0,0,0,0,0,1,0,1,"Tablet",3,"10"
5413648,98.01,1,0,0,0,0,1,1,1,"Desktop",8,"6"
5413741,10,1,0,0,0,0,1,0,1,"Mobile",19,"21"
5413964,25,1,1,0,0,0,1,0,1,"Tablet",20,"21"
5414284,125,1,0,0,0,0,2,0,2,"",2,"2"
5414365,50,0,0,0,0,0,1,0,1,"Mobile",4,"15"
5414508,50,1,0,0,0,0,2,0.333333333333333,2,"Desktop",19,"9"
5414538,25,1,0,0,0,0,1,0,1,"Mobile",11,"22"
5415052,25,1,0,0,0,0,1,1,1,"Desktop",14,"13"
5415286,50,1,0,0,0,1,1,0,1,"Mobile",16,"12"
5415792,99,1,0,0,0,1,1,0,1,"Mobile",18,"18"
5415952,100,0,0,0,0,0,1,1,1,"Desktop",19,"9"
5416158,50,1,0,0,0,0,1,0,1,"Mobile",7,"19"
5416466,99,1,0,0,0,0,1,0,1,"Mobile",2,"19"
5416486,99,1,1,0,0,0,1,0,1,"Mobile",5,"9"
5416659,25,1,0,0,0,1,1,1,1,"Desktop",8,"20"
5416766,50,0,0,0,0,0,1,1,1,"Desktop",24,"15"
5416881,75,1,0,0,0,1,3,0,1,"Mobile",13,"14"
5416910,25,1,0,0,0,0,1,1,1,"Desktop",16,"21"
5417024,25,0,0,0,0,0,1,0,1,"Mobile",20,"20"
5417634,10,0,0,0,0,0,1,0,1,"Mobile",13,"21"
5417646,99,1,0,0,0,0,1,0,1,"Mobile",18,"1"
5417717,20,1,0,0,0,1,1,1,1,"Desktop",14,"22"
5417829,100,0,0,0,0,0,2,0,1,"Mobile",17,"20"
5417851,5,0,0,0,0,1,1,0,1,"Mobile",24,"0"
5417880,50,0,0,0,0,0,1,1,1,"Desktop",14,"13"
5417961,75,0,0,0,0,0,1,1,1,"Desktop",12,"19"
5418153,50,0,0,0,0,1,1,0,1,"Mobile",6,"22"
5418328,50,1,1,0,0,1,1,0,1,"Mobile",24,"19"
5418506,75,0,0,0,0,0,3,0,1,"Mobile",26,"8"
5418590,840,0,0,0,0,0,19,0,2,"",5,"1"
5418676,20,1,1,0,0,0,1,0,1,"Mobile",5,"17"
5418723,350,1,0,0,0,0,6,0.333333333333333,2,"Desktop",3,"16"
5418859,100,1,0,0,0,1,4,0,2,"Mobile",5,"19"
5419370,100,0,0,0,0,1,1,0,1,"Tablet",1,"23"
5419431,25,0,0,0,0,1,1,0,1,"Mobile",10,"13"
5419931,447.44,0,0,0,0,0,4,0,2,"",3,"15"
5419951,75,1,0,0,0,0,3,1,1,"Desktop",20,"9"
5419991,50,1,1,0,0,0,1,0,1,"Mobile",12,"12"
5420159,100,1,0,0,0,0,1,1,1,"Desktop",9,"13"
5420713,59,0,1,0,0,1,1,1,1,"Desktop",11,"14"
5421503,50,1,0,0,0,0,1,0,1,"Mobile",13,"15"
5421912,50,0,0,0,0,1,1,1,1,"Desktop",13,"13"
5422070,50,1,0,0,0,1,1,1,1,"Desktop",13,"11"
5422105,25,1,0,0,0,0,1,1,1,"Desktop",6,"17"
5422120,25,0,0,0,0,0,1,0,1,"Mobile",7,"21"
5422390,100,0,1,0,0,0,1,1,1,"Desktop",14,"19"
5422836,50,1,0,0,0,0,1,0,1,"Mobile",6,"11"
5422924,25,0,0,0,0,0,1,0,1,"Mobile",12,"20"
5423171,11.42,1,0,0,0,1,1,0,1,"Mobile",7,"9"
5423451,300,1,0,0,0,0,1,1,1,"Desktop",21,"20"
5423464,25,1,0,0,0,0,1,0,1,"Mobile",16,"17"
5423479,300,0,0,0,0,0,3,1,1,"Desktop",5,"15"
5424029,120.62,1,0,0,0,0,1,0,1,"Mobile",24,"15"
5424168,30,0,0,0,0,1,1,0,1,"Tablet",13,"19"
5424538,80,0,0,0,0,1,5,0.857142857142857,2,"",18,"20"
5425243,125,1,0,0,0,0,1,0,1,"Mobile",21,"11"
5425605,10,0,0,0,0,1,1,0,1,"Mobile",12,"6"
5425692,185,1,0,0,0,1,7,0,1,"Mobile",3,"1"
5426107,100,0,0,0,0,1,2,0.5,2,"Desktop",5,"10"
5426718,10,1,0,0,0,1,2,0,1,"Mobile",9,"13"
5427174,50,0,0,0,0,1,1,0,1,"Tablet",17,"13"
5427312,140,1,0,0,0,1,4,1,1,"Desktop",10,"12"
5427567,20,0,0,0,0,0,1,1,1,"Desktop",16,"20"
5427800,137,0,0,0,0,0,1,0,1,"Mobile",20,"20"
5427939,100,0,0,0,0,0,1,0,1,"Mobile",15,"6"
5427954,25,0,0,0,0,0,1,1,1,"Desktop",2,"10"
5428444,25,1,0,0,0,0,1,0,1,"Mobile",25,"10"
5428525,171.82,0,0,0,0,1,1,1,1,"Desktop",13,"13"
5429086,30,0,0,0,0,1,2,1,1,"Desktop",5,"12"
5430412,527.98,1,0,0,0,1,4,0,1,"Mobile",23,"5"
5430819,25,1,0,0,0,1,1,0,1,"Mobile",16,"10"
5430824,8.12,0,0,0,0,0,1,0,1,"Mobile",4,"14"
5431849,77.01,1,0,0,0,1,2,0,1,"Mobile",11,"17"
5432540,25,1,0,0,0,0,1,0,1,"Mobile",17,"11"
5432623,25,1,1,0,0,0,1,0,1,"Tablet",21,"9"
5432625,50,0,0,0,0,0,1,0,1,"Mobile",11,"16"
5432653,10,0,0,0,0,1,1,0,1,"Mobile",5,"18"
5433089,231.13,1,0,0,0,0,2,0.5,2,"Desktop",5,"13"
5433257,50,0,0,0,0,0,2,0,1,"Mobile",8,"11"
5433347,100,1,0,0,0,1,2,1,1,"Desktop",21,"18"
5433499,66.73,0,0,0,0,0,1,0,1,"Mobile",19,"22"
5434023,50,0,0,0,0,0,2,0,1,"Mobile",5,"16"
5434677,157.04,0,0,0,0,1,2,1,1,"Desktop",12,"12"
5434791,100,0,1,0,0,1,1,1,1,"Desktop",15,"15"
5434967,20,1,0,0,0,0,1,0,1,"Mobile",8,"17"
5435159,50,1,0,0,0,1,1,1,1,"Desktop",14,"8"
5435523,25,0,0,0,0,0,1,0,1,"Mobile",9,"19"
5435892,225,1,0,0,0,0,7,0.285714285714286,2,"Desktop",15,"23"
5436312,37.21,0,0,0,0,1,2,0,1,"Mobile",16,"4"
5436368,50,1,0,0,0,0,3,0,1,"Mobile",9,"21"
5437085,29.33,1,0,0,0,1,2,0,1,"Mobile",15,"10"
5437384,25,1,0,0,0,0,1,0,1,"Mobile",21,"9"
5437619,50,1,0,0,0,0,1,1,1,"Desktop",16,"1"
5437629,50,1,0,0,0,1,2,0,1,"Mobile",21,"19"
5437701,200,1,0,0,0,0,2,0.5,2,"Desktop",17,"14"
5437754,255.88,1,0,0,0,1,3,0,1,"Mobile",7,"16"
5437918,117.09,1,0,0,0,1,5,0,1,"Mobile",21,"19"
5437979,25,1,0,0,0,0,1,0,1,"Mobile",20,"11"
5438328,25,0,0,0,0,0,1,0,1,"Mobile",11,"22"
5438345,450.73,0,0,0,0,1,1,0,1,"Mobile",20,"17"
5438365,10,0,0,0,0,0,1,1,1,"Desktop",19,"22"
5439360,20,0,0,0,0,0,1,0,1,"Mobile",5,"22"
5439490,40.66,1,0,0,0,0,1,0,1,"Mobile",8,"15"
5439564,124.67,1,0,0,0,0,1,0,1,"Mobile",11,"7"
5439633,99,0,0,0,0,0,1,0,1,"Mobile",14,"20"
5439809,10,0,0,0,0,0,1,0,1,"Mobile",22,"2"
5440425,115,1,0,0,0,1,2,1,1,"Desktop",23,"7"
5440435,100,1,0,0,0,0,1,1,1,"Desktop",19,"12"
5440683,10,0,0,0,0,0,1,1,1,"Desktop",7,"13"
5440688,10,1,0,0,0,0,1,0,1,"Mobile",4,"1"
5441933,455.3,0,0,0,0,0,3,1,1,"Desktop",6,"0"
5442301,15,0,0,0,0,0,1,1,1,"Desktop",21,"19"
5442630,35,0,1,0,0,1,2,0,1,"Mobile",14,"23"
5442702,40,1,0,0,0,1,2,1,1,"Desktop",24,"13"
5442728,35,0,0,0,0,1,3,0,2,"",5,"11"
5442735,164.93,1,0,0,0,0,1,0,1,"Mobile",2,"12"
5443445,50,0,0,0,0,0,1,0,1,"Tablet",16,"21"
5444215,50,0,0,0,0,0,1,0,1,"Mobile",12,"19"
5444462,25,0,0,0,0,0,1,0,1,"Mobile",1,"17"
5444829,25,1,1,0,0,1,1,0,1,"Mobile",22,"22"
5444873,549,0,0,0,0,0,11,0,2,"Mobile",18,"19"
5445249,142.53,0,0,0,0,1,1,0,1,"Mobile",24,"14"
5446174,47,1,0,0,0,1,1,0,1,"Mobile",21,"16"
5446205,50,0,0,0,0,0,1,1,1,"Desktop",14,"11"
5446423,20,1,0,0,0,0,1,1,1,"Desktop",26,"23"
5446443,25,0,0,0,0,0,1,0,1,"Mobile",8,"18"
5446757,125,0,0,0,0,1,2,0,2,"",18,"9"
5447082,50,0,0,0,0,0,1,0,1,"",18,"20"
5447465,25,0,1,0,0,0,1,0,1,"Mobile",10,"17"
5447507,30,1,0,0,0,1,1,0,1,"Tablet",3,"17"
5447525,100,1,0,0,0,0,1,0,1,"Tablet",5,"18"
5447867,230,0,0,0,0,0,5,0.444444444444444,2,"",20,"17"
5448465,15,0,0,0,0,0,1,0,1,"Mobile",23,"20"
5448477,25,1,0,0,0,0,1,0,1,"Mobile",12,"19"
5448838,25,0,0,0,0,0,1,0,1,"Mobile",16,"17"
5448841,25,0,0,0,0,0,1,0,1,"Mobile",22,"22"
5449682,20,1,0,0,0,0,1,1,1,"Desktop",22,"22"
5449684,100,1,0,0,0,0,1,1,1,"Desktop",4,"20"
5449863,20,1,0,0,0,0,1,1,1,"Desktop",11,"18"
5450217,50,0,0,0,0,1,1,1,1,"Desktop",13,"11"
5450303,85,0,1,0,0,0,1,0,1,"Mobile",7,"12"
5450916,5,1,0,0,0,0,1,0,1,"Mobile",3,"10"
5451355,25,0,0,0,0,0,1,0,1,"Mobile",21,"10"
5451664,100,0,0,0,0,1,2,1,1,"Desktop",26,"19"
5451749,160.99,1,0,0,0,1,4,0.857142857142857,2,"Desktop",13,"17"
5451778,40,1,0,0,0,1,1,0,1,"Mobile",28,"0"
5451877,20,1,0,0,0,1,1,0,1,"Mobile",6,"19"
5452716,25,1,0,0,0,0,1,0,1,"Mobile",3,"20"
5452758,50,0,1,0,0,1,1,1,1,"Desktop",13,"14"
5453303,50,0,1,0,0,0,1,0,1,"Mobile",18,"8"
5453330,349.43,0,0,0,0,0,4,0.5,2,"Desktop",1,"20"
5453492,381.93,1,0,0,0,1,1,1,1,"Desktop",11,"19"
5453662,25,1,0,0,0,0,1,0,1,"Mobile",14,"22"
5453770,25,0,0,0,0,0,1,0,1,"Mobile",11,"12"
5453812,125,0,0,0,0,0,5,0.2,2,"Desktop",19,"14"
5453986,1377.68,0,0,0,0,1,8,0,1,"Mobile",22,"22"
5454271,36,0,0,0,0,0,1,1,1,"Desktop",23,"11"
5454297,320,0,0,0,0,1,2,0.5,2,"Desktop",14,"16"
5454299,19.78,0,0,0,0,0,1,0,1,"Mobile",24,"14"
5454339,25,1,0,0,0,0,1,0,1,"Mobile",5,"13"
5454357,20,1,0,0,0,1,2,0,1,"Mobile",5,"10"
5454550,224.14,1,0,0,0,0,1,1,1,"Desktop",18,"13"
5454583,142.7,0,0,0,0,1,3,0,1,"Tablet",20,"22"
5454673,640,0,0,0,0,0,6,0.5,2,"Desktop",6,"2"
5454808,50,1,0,0,0,0,1,0,1,"Mobile",3,"15"
5455462,50,1,0,0,0,0,1,0,1,"Mobile",5,"22"
5455724,315.78,0,0,0,0,1,2,1,1,"Desktop",12,"13"
5455868,2804.09,1,0,0,0,1,19,1,1,"Desktop",10,"14"
5456220,25,0,0,0,0,1,1,1,1,"Desktop",16,"13"
5456308,50,0,0,0,0,0,1,0,1,"Mobile",14,"9"
5456323,25,0,0,0,0,0,1,0,1,"Mobile",9,"21"
5456361,189.1,1,0,0,0,1,3,1,1,"Desktop",9,"21"
5456703,20,0,0,0,0,1,1,1,1,"Desktop",8,"10"
5456734,50,1,1,1,200,0,1,0,1,"Mobile",19,"15"
5456744,50,0,0,0,0,0,1,0,1,"Mobile",21,"10"
5456937,50,1,0,0,0,0,1,0,1,"Mobile",1,"18"
5457060,90,0,0,0,0,1,3,0,2,"",2,"22"
5457170,50,1,0,0,0,1,2,0.666666666666667,2,"",23,"14"
5457751,25,0,0,0,0,0,1,0,1,"Mobile",3,"18"
5457773,250,0,1,0,0,1,2,0,2,"",5,"11"
5459641,5,0,1,0,0,0,1,0,1,"Mobile",3,"20"
5460030,240,0,0,0,0,0,10,0.6,2,"Desktop",6,"13"
5460108,150,0,1,0,0,0,1,0,1,"Mobile",25,"18"
5460561,25,1,1,0,0,0,1,0,1,"Mobile",23,"21"
5460598,75,0,0,0,0,0,2,0,1,"Mobile",13,"17"
5460930,25,1,1,0,0,0,1,0,1,"Mobile",3,"14"
5461006,50,0,0,0,0,0,1,1,1,"Desktop",3,"16"
5461160,100,1,1,0,0,0,1,0,1,"Tablet",17,"9"
5461329,10,1,0,0,0,0,1,0,1,"Mobile",15,"21"
5461449,15,0,0,0,0,1,1,0,1,"Mobile",23,"19"
5461481,54,1,0,0,0,0,1,0,1,"Mobile",1,"16"
5461850,623.25,1,0,0,0,0,2,0.5,2,"Desktop",14,"13"
5461860,50,1,0,0,0,0,1,1,1,"Desktop",13,"13"
5462814,99,1,0,0,0,1,1,0,1,"Mobile",4,"0"
5463265,50,0,0,0,0,0,1,1,1,"Desktop",21,"14"
5463372,286.81,0,0,0,0,1,7,0,1,"Mobile",3,"13"
5464235,95.09,1,0,0,0,0,1,0,1,"Mobile",8,"3"
5464543,365,1,0,0,0,1,8,0.466666666666667,2,"Desktop",5,"15"
5464652,25,0,0,0,0,0,1,0,1,"Mobile",21,"22"
5464800,250,0,0,0,0,0,1,1,1,"Desktop",6,"21"
5464817,20,1,0,0,0,0,1,0,1,"Mobile",7,"12"
5465218,25,0,1,0,0,0,1,1,1,"Desktop",21,"18"
5465460,125,0,0,0,0,1,2,0,1,"Mobile",4,"15"
5466006,20,0,0,0,0,0,1,0,1,"Mobile",17,"13"
5466295,82.78,0,0,0,0,0,3,0,2,"",16,"21"
5466651,50,0,0,0,0,0,1,0,1,"",17,"2"
5466790,150,1,0,0,0,0,1,0,1,"Mobile",18,"14"
5466808,15,1,0,0,0,0,1,0,1,"Mobile",13,"18"
5466905,25,0,0,0,0,0,1,0,1,"Mobile",16,"12"
5467067,100,1,0,0,0,0,2,1,1,"Desktop",10,"21"
5467435,40,0,0,0,0,1,1,1,1,"Desktop",8,"17"
5467441,25,1,0,0,0,0,1,0,1,"Mobile",11,"19"
5467460,84,1,0,0,0,0,2,0.5,2,"Desktop",20,"16"
5467668,25,1,0,0,0,0,1,0,1,"Mobile",18,"17"
5467872,50,0,0,0,0,0,2,0,1,"Mobile",10,"8"
5468825,55,0,0,0,0,1,3,0,1,"Mobile",16,"19"
5469789,25,0,0,0,0,0,1,1,1,"Desktop",14,"13"
5469966,438.17,1,0,0,0,1,5,0,2,"",22,"14"
5470201,103,1,0,0,0,1,17,0,1,"Mobile",4,"15"
5470840,50,0,0,0,0,0,1,0,1,"Mobile",9,"12"
5470924,35,1,0,0,0,0,2,0,1,"Mobile",16,"22"
5471692,40,0,0,0,0,1,3,1,1,"Desktop",2,"15"
5471713,25,0,0,0,0,0,1,0,1,"Mobile",12,"22"
5471999,20,0,0,0,0,0,1,0,1,"Mobile",12,"21"
5472176,25,1,1,0,0,0,1,1,1,"Desktop",5,"19"
5472260,10,0,0,0,0,1,1,1,1,"Desktop",16,"0"
5472426,30,1,0,0,0,1,1,1,1,"Desktop",1,"20"
5473467,182.31,0,0,0,0,0,8,0,1,"Mobile",11,"16"
5473605,96.24,0,0,0,0,1,1,0,1,"Mobile",17,"7"
5474805,50,1,0,0,0,0,1,0,1,"Mobile",20,"23"
5475048,25,0,1,0,0,0,1,1,1,"Desktop",11,"13"
5475180,50,1,0,0,0,0,1,0,1,"Mobile",21,"19"
5475543,25,1,0,0,0,0,1,0,1,"Mobile",4,"12"
5475624,100,1,0,0,0,0,2,0.5,2,"Desktop",9,"15"
5475675,25,1,0,0,0,0,1,0,1,"Mobile",23,"17"
5475704,25,1,0,0,0,0,1,0,1,"Mobile",16,"14"
5475819,20,0,0,0,0,0,1,0,1,"Mobile",6,"11"
5475900,70.5,0,0,0,0,0,2,0,1,"Mobile",24,"10"
5475981,50,1,0,0,0,0,1,0,1,"Mobile",16,"21"
5476053,25,1,0,0,0,1,1,0,1,"Mobile",12,"22"
5476273,20,1,0,0,0,1,1,1,1,"Desktop",13,"14"
5476563,100,0,0,0,0,1,2,0.5,2,"Desktop",24,"21"
5476693,100,1,0,0,0,0,2,0,1,"Tablet",4,"21"
5476724,30,1,0,0,0,0,1,0,1,"Mobile",13,"7"
5476834,150,0,0,0,0,1,2,0,2,"",5,"2"
5477012,840,1,0,0,0,0,3,0.666666666666667,2,"Desktop",7,"14"
5477511,150,0,0,0,0,1,2,1,1,"Desktop",26,"20"
5477662,245.65,0,0,0,0,0,1,0,1,"Mobile",17,"22"
5477809,581.18,1,0,0,0,1,9,0.0588235294117647,2,"",20,"22"
5477906,448.78,0,0,0,0,0,9,0.111111111111111,2,"",10,"18"
5477952,500,1,1,0,0,1,10,0.5,2,"Desktop",3,"13"
5478057,25,1,0,0,0,0,1,0,1,"Mobile",8,"8"
5478639,50,1,0,0,0,0,2,0.5,2,"",8,"6"
5478939,25,0,0,0,0,1,1,0,1,"Mobile",4,"13"
5478958,100,0,0,0,0,0,1,0,1,"Mobile",6,"19"
5479022,150,0,0,0,0,1,1,0,1,"Mobile",13,"15"
5479449,172.35,0,0,0,0,1,3,0.333333333333333,2,"Desktop",4,"19"
5479901,582.69,0,0,0,0,0,7,0.142857142857143,2,"Desktop",16,"1"
5480159,100,0,1,0,0,0,1,0,1,"Mobile",15,"13"
5480313,100,0,0,0,0,0,1,1,1,"Desktop",22,"9"
5480772,50,1,0,0,0,1,1,1,1,"Desktop",16,"21"
5480774,25,1,0,0,0,0,1,0,1,"Mobile",18,"10"
5482580,373.28,0,0,0,0,0,3,0.666666666666667,2,"Desktop",24,"21"
5482965,100,1,0,0,0,0,1,1,1,"Desktop",1,"15"
5483212,20,1,0,0,0,1,1,0,1,"Mobile",22,"13"
5483442,279.04,0,0,0,0,0,3,1,1,"Desktop",24,"17"
5483757,30,1,0,0,0,1,3,0,1,"Mobile",11,"23"
