"user_id","donated","condition","clickthrough","recruited","raised","donatedsince","n","propdevice","numdevice","device","firstvisit","houroffirst"
7391093,20,1,0,0,0,1,1,1,1,"Desktop",12,"12"
7391137,75,1,0,0,0,0,3,1,1,"Desktop",13,"14"
7391208,50,0,0,0,0,0,1,0,1,"Mobile",12,"14"
7391210,10,0,0,0,0,1,1,0,1,"Mobile",11,"16"
7391216,5,1,0,0,0,0,1,1,1,"Desktop",13,"12"
7391370,50,1,0,0,0,0,1,0,1,"Mobile",27,"14"
7391378,100,1,1,0,0,0,1,1,1,"Desktop",17,"15"
7391382,25,0,0,0,0,0,1,1,1,"Desktop",10,"8"
7391422,25,1,0,0,0,0,1,1,1,"Desktop",5,"22"
7391462,177.07,0,0,0,0,1,7,0.25,2,"Mobile",9,"17"
7391506,26.29,1,0,0,0,1,3,1,1,"Desktop",11,"11"
7391542,637,0,0,0,0,1,6,0.833333333333333,2,"Desktop",5,"14"
7391566,25,1,1,0,0,0,1,0,1,"Mobile",27,"13"
7391632,10,0,0,0,0,1,1,1,1,"Desktop",21,"14"
7391653,4,1,0,0,0,0,2,0,1,"Mobile",3,"15"
7391660,524.54,0,0,0,0,0,21,0,2,"Mobile",10,"14"
7391704,50,0,0,0,0,0,1,0,1,"Mobile",3,"23"
7391731,30,0,0,0,0,0,1,1,1,"Desktop",10,"14"
7391733,409,0,0,0,0,0,11,0.181818181818182,2,"",2,"19"
7391825,40,1,0,0,0,1,1,1,1,"Desktop",13,"12"
7391841,402,1,0,0,0,1,2,0.5,2,"Desktop",25,"10"
7392069,15,0,0,0,0,0,1,0,1,"Mobile",14,"21"
7392164,109.1,1,0,0,0,0,3,1,1,"Desktop",12,"19"
7392185,50,0,0,0,0,0,1,1,1,"Desktop",22,"13"
7392199,25,1,0,0,0,1,1,0,1,"Mobile",2,"8"
7392234,50,1,0,0,0,0,1,0,1,"Mobile",2,"9"
7392236,20,1,0,0,0,1,2,0,1,"Mobile",14,"23"
7392250,100,1,0,0,0,0,2,1,1,"Desktop",8,"9"
7392277,25,1,0,0,0,0,1,1,1,"Desktop",15,"21"
7392305,435,0,0,0,0,0,6,0.666666666666667,2,"Desktop",9,"19"
7392330,25,1,0,0,0,0,1,0,1,"Mobile",25,"10"
7392357,10,1,0,0,0,0,1,0,1,"Mobile",11,"2"
7392404,10,0,0,0,0,0,1,0,1,"Mobile",18,"17"
7392418,55,1,0,0,0,1,3,0,2,"",24,"13"
7392419,500,1,0,0,0,0,1,1,1,"Desktop",9,"13"
7392477,25,1,0,0,0,0,1,1,1,"Desktop",17,"10"
7392487,349.3,1,0,0,0,0,3,0,1,"Mobile",10,"7"
7392553,50,0,0,0,0,1,1,1,1,"Desktop",19,"16"
7392696,53.12,1,1,0,0,0,1,1,1,"Desktop",7,"14"
7392728,200,0,0,0,0,0,1,0,1,"Mobile",22,"12"
7392736,99,0,0,0,0,0,1,0,1,"Mobile",24,"9"
7392779,25,1,1,0,0,0,1,0,1,"Mobile",23,"15"
7392782,25,1,0,0,0,0,1,0,1,"Mobile",20,"20"
7392818,50,0,0,0,0,0,1,0,1,"Mobile",2,"19"
7392832,268.38,1,0,0,0,0,12,0,2,"",16,"19"
7392851,10,0,0,0,0,0,1,0,1,"Mobile",2,"14"
7392858,20,0,0,0,0,0,1,1,1,"Desktop",22,"16"
7392859,221.95,0,0,0,0,0,2,0,1,"Mobile",9,"10"
7392981,50,0,0,0,0,0,1,1,1,"Desktop",2,"14"
7392996,25,0,0,0,0,0,1,0,1,"Mobile",16,"14"
7393189,25,1,0,0,0,1,1,1,1,"Desktop",22,"12"
7393292,25,1,0,0,0,0,1,0,1,"Mobile",2,"21"
7393336,25,0,0,0,0,0,1,0,1,"Mobile",21,"7"
7393346,25,1,1,0,0,1,1,0,1,"Mobile",17,"13"
7393347,25,1,0,0,0,0,1,0,1,"Mobile",21,"18"
7393371,35,0,1,0,0,1,1,0,1,"Mobile",17,"6"
7393414,25,0,0,0,0,0,1,0,1,"Mobile",10,"21"
7393467,25,0,0,0,0,1,1,0,1,"Mobile",8,"9"
7393490,100,0,0,0,0,1,3,0.666666666666667,2,"Desktop",3,"16"
7393538,25,1,0,0,0,1,1,0,1,"Mobile",5,"17"
7393581,25,0,0,0,0,0,1,0,1,"Mobile",2,"10"
7393596,20,0,0,0,0,0,1,0,1,"Mobile",7,"21"
7393631,34.71,1,0,0,0,1,1,1,1,"Desktop",13,"12"
7393738,25,1,0,0,0,0,1,0,1,"Mobile",7,"20"
7393759,111.15,1,0,0,0,0,1,1,1,"Desktop",5,"14"
7393795,35,0,0,0,0,0,1,0,1,"Tablet",14,"18"
7393880,197.26,0,0,0,0,1,3,0,1,"Mobile",19,"20"
7393908,25,1,0,0,0,0,1,0,1,"Mobile",1,"16"
7394031,329,1,0,0,0,0,14,0.214285714285714,2,"Desktop",1,"14"
7394105,25,1,0,0,0,1,1,1,1,"Desktop",1,"21"
7394171,25,0,0,0,0,0,1,0,1,"Mobile",15,"11"
7394268,25,0,0,0,0,1,1,0,1,"Mobile",6,"12"
7394285,15,1,0,0,0,0,1,0,1,"Mobile",21,"13"
7394297,50,1,0,0,0,0,1,0,1,"Mobile",15,"15"
7394298,52,1,0,0,0,0,1,0,1,"Tablet",26,"18"
7394301,49.54,1,0,0,0,0,4,1,1,"Desktop",9,"2"
7394305,190,0,0,0,0,1,3,0.8,2,"Desktop",11,"23"
7394393,100,0,0,0,0,1,1,0,1,"Mobile",21,"18"
7394412,50,1,0,0,0,0,1,1,1,"Desktop",3,"15"
7394443,50,0,0,0,0,0,1,0,1,"Mobile",18,"9"
7394466,25,0,0,0,0,0,1,0,1,"Mobile",14,"21"
7394494,615.33,1,0,0,0,0,4,0,1,"Mobile",2,"10"
7394518,275,1,1,0,0,0,4,0.25,2,"",15,"17"
7394523,25,1,0,0,0,1,1,0,1,"Mobile",22,"11"
7394548,525,0,0,0,0,1,2,0,2,"",5,"11"
7394563,20,0,1,0,0,0,1,0,1,"Mobile",12,"5"
7394576,25,0,0,0,0,0,1,0,1,"Mobile",18,"7"
7394611,1271.62,1,0,0,0,0,5,1,1,"Desktop",8,"9"
7394636,20,0,0,0,0,0,1,0,1,"Mobile",24,"12"
7394667,118,1,0,0,0,0,1,0,1,"Mobile",7,"20"
7394730,50,0,0,0,0,0,1,0,1,"Mobile",2,"20"
7394785,225,1,0,0,0,0,4,1,1,"Desktop",1,"12"
7394794,195,0,0,0,0,0,6,0.166666666666667,2,"Desktop",6,"10"
7394822,25,1,0,0,0,1,1,1,1,"Desktop",19,"14"
7394829,804.81,1,0,0,0,0,1,0,1,"Mobile",10,"12"
7394841,25,0,0,0,0,0,1,0,1,"Mobile",5,"14"
7394848,224.74,1,0,0,0,0,4,0.75,2,"",13,"17"
7394855,50,1,0,0,0,0,1,0,1,"Mobile",3,"20"
7394883,198.63,1,0,0,0,0,1,0,1,"Mobile",13,"14"
7394973,488.18,0,0,0,0,0,2,1,1,"Desktop",3,"12"
7394988,62,0,0,0,0,1,1,1,1,"Desktop",13,"13"
7395028,20,0,0,0,0,1,1,1,1,"Desktop",8,"17"
7395092,10,1,0,0,0,0,1,0,1,"Mobile",11,"13"
7395131,25,1,0,0,0,0,1,1,1,"Desktop",13,"12"
7395136,20,1,0,0,0,0,1,0,1,"Mobile",17,"14"
7395183,50,0,0,0,0,1,1,0,1,"Mobile",22,"17"
7395196,533.33,0,0,0,0,1,4,0.75,2,"Desktop",4,"19"
7395250,25,1,0,0,0,0,1,0,1,"Mobile",25,"1"
7395278,20,1,0,0,0,1,2,0,1,"Mobile",22,"12"
7395289,25,1,0,0,0,0,1,0,1,"Mobile",6,"8"
7395443,50,1,0,0,0,0,2,0,1,"Mobile",5,"19"
7395469,40,0,0,0,0,0,2,0.5,2,"Desktop",6,"18"
7395537,25,1,0,0,0,0,1,1,1,"Desktop",8,"23"
7395545,50,1,0,0,0,0,1,1,1,"Desktop",14,"18"
7395665,25,0,0,0,0,0,1,1,1,"Desktop",5,"17"
7395737,25,1,0,0,0,1,1,1,1,"Desktop",7,"14"
7395745,149,0,0,0,0,0,3,0,1,"Mobile",7,"13"
7395800,130,1,0,0,0,0,3,0.333333333333333,2,"",10,"16"
7395847,1,0,0,0,0,0,1,0,1,"Mobile",8,"9"
7395852,200,0,0,0,0,0,2,1,1,"Desktop",15,"19"
7395901,150,1,0,0,0,0,2,1,1,"Desktop",14,"18"
7395937,3,0,0,0,0,1,2,0,1,"Mobile",11,"17"
7395941,25,0,0,0,0,0,1,0,1,"Mobile",22,"13"
7395957,36.22,1,0,0,0,0,2,0,1,"Mobile",19,"22"
7396006,32.83,1,0,0,0,0,1,0,1,"Mobile",23,"10"
7396017,25,0,0,0,0,0,1,1,1,"Desktop",21,"21"
7396023,50,0,0,0,0,0,1,1,1,"Desktop",16,"11"
7396027,50,0,0,0,0,0,1,0,1,"Tablet",16,"17"
7396048,25,0,0,0,0,1,1,0,1,"Mobile",13,"11"
7396092,120,0,0,0,0,0,4,0.25,2,"",7,"10"
7396118,25,0,0,0,0,0,1,0,1,"Mobile",1,"19"
7396125,218.86,1,0,0,0,1,2,0.5,2,"Desktop",6,"22"
7396129,50,1,0,0,0,1,1,0,1,"Mobile",4,"13"
7396139,25,1,1,0,0,0,1,0,1,"Mobile",2,"17"
7396168,439.26,0,0,0,0,1,2,0,1,"Tablet",14,"7"
7396171,100,1,1,0,0,0,1,0,1,"Mobile",16,"3"
7396291,25,0,0,0,0,0,1,0,1,"Mobile",18,"10"
7396449,300,1,0,0,0,0,2,0,2,"Mobile",20,"23"
7396512,25,1,0,0,0,0,1,0,1,"Mobile",13,"16"
7396577,20,1,0,0,0,0,1,1,1,"Desktop",16,"2"
7396645,27,0,0,0,0,0,1,0,1,"Mobile",3,"21"
7396660,120,0,0,0,0,0,3,1,1,"Desktop",25,"18"
7396701,45,0,0,0,0,0,2,0,1,"Mobile",22,"9"
7396757,609.74,1,0,0,0,0,24,0.428571428571429,2,"",15,"20"
7396850,50,1,0,0,0,0,1,0,1,"Mobile",27,"21"
7396870,25,1,0,0,0,0,1,0,1,"Mobile",6,"17"
7396907,291.37,1,0,0,0,0,4,0,2,"Mobile",25,"9"
7396914,39,0,0,0,0,0,1,1,1,"Desktop",2,"19"
7396933,50,1,1,0,0,0,1,0,1,"Mobile",25,"11"
7396964,425,0,0,0,0,0,6,0.833333333333333,2,"",18,"21"
7396981,64.11,1,0,0,0,0,1,1,1,"Desktop",7,"14"
7396998,43,0,0,0,0,0,1,0,1,"Mobile",3,"19"
7397120,25,0,0,0,0,1,1,0,1,"Mobile",20,"20"
7397149,200,1,0,0,0,0,1,1,1,"Desktop",27,"10"
7397168,15,0,0,0,0,1,1,0,1,"Mobile",22,"22"
7397181,60,1,0,0,0,0,2,0.5,2,"",17,"14"
7397199,50,0,0,0,0,0,1,0,1,"Mobile",17,"22"
7397343,5,1,0,0,0,1,1,1,1,"Desktop",22,"11"
7397440,411.91,0,0,0,0,1,5,0,1,"Mobile",5,"23"
7397495,150,0,0,0,0,1,3,0,1,"Mobile",15,"5"
7397584,540.26,0,0,0,0,0,1,0,1,"Mobile",3,"1"
7397604,25,0,0,0,0,0,1,0,1,"Mobile",19,"20"
7397669,2516.49,0,0,0,0,1,33,0.015625,2,"",13,"17"
7397694,50,1,0,0,0,0,1,0,1,"Mobile",24,"18"
7397737,75,0,0,0,0,1,1,1,1,"Desktop",20,"8"
7397771,50,1,0,0,0,0,1,1,1,"Desktop",2,"22"
7397827,10,1,0,0,0,0,1,0,1,"Tablet",8,"2"
7397901,25,1,0,0,0,0,1,0,1,"Mobile",19,"17"
7397908,25,1,0,0,0,0,1,0,1,"Mobile",5,"15"
7398004,25,0,0,0,0,0,1,0,1,"Mobile",3,"0"
7398015,30,0,0,0,0,1,1,0,1,"Mobile",23,"0"
7398072,35,1,0,0,0,0,2,1,1,"Desktop",27,"8"
7398158,100,0,0,0,0,1,1,0,1,"Mobile",13,"12"
7398193,65,1,0,0,0,0,2,0.5,2,"",25,"8"
7398235,10,1,0,0,0,1,1,1,1,"Desktop",12,"21"
7398290,50,1,0,0,0,0,1,1,1,"Desktop",22,"10"
7398319,125,0,0,0,0,0,2,1,1,"Desktop",9,"3"
7398382,120,1,0,0,0,0,2,1,1,"Desktop",13,"12"
7398385,25,1,1,0,0,0,1,0,1,"Mobile",23,"5"
7398452,25,0,0,0,0,1,1,1,1,"Desktop",7,"15"
7398474,115.98,1,0,0,0,0,1,0,1,"Mobile",9,"15"
7398482,25,0,0,0,0,1,1,0,1,"Mobile",18,"10"
7398595,10,0,0,0,0,0,1,0,1,"Mobile",7,"16"
7398614,25,0,0,0,0,0,1,0,1,"Mobile",13,"12"
7398640,40,0,0,0,0,1,2,0.666666666666667,2,"",5,"11"
7398656,274.11,0,0,0,0,0,5,1,1,"Desktop",10,"14"
7398707,20,0,0,0,0,1,1,1,1,"Desktop",26,"20"
7398727,50,1,0,0,0,0,1,0,1,"Mobile",7,"16"
7398743,75,1,0,0,0,0,3,0,2,"Mobile",1,"20"
7398819,20,0,0,0,0,1,1,0,1,"Mobile",5,"19"
7398908,20,0,0,0,0,0,1,1,1,"Desktop",22,"12"
7398971,50,1,0,0,0,0,1,0,1,"Mobile",23,"21"
7399004,50,0,0,0,0,0,1,0,1,"Mobile",3,"22"
7399085,141,0,0,0,0,1,1,1,1,"Desktop",19,"9"
7399232,25,1,1,0,0,0,1,0,1,"Mobile",7,"18"
7399256,25,0,0,0,0,0,1,0,1,"Mobile",21,"10"
7399367,50,0,0,0,0,0,1,0,1,"Mobile",20,"18"
7399399,10,0,0,0,0,0,1,1,1,"Desktop",15,"11"
7399425,650,0,0,0,0,0,16,0.25,2,"Desktop",19,"16"
7399456,175,0,1,0,0,0,5,0,2,"",11,"13"
7399460,100,1,0,0,0,0,1,0,1,"Mobile",3,"13"
7399479,50,1,0,0,0,1,1,0,1,"Mobile",24,"15"
7399515,25,0,0,0,0,0,1,1,1,"Desktop",21,"8"
7399517,50,0,0,0,0,0,1,0,1,"Mobile",19,"20"
7399543,50,1,0,0,0,1,1,0,1,"Tablet",3,"13"
7399809,20,0,0,0,0,0,1,0,1,"Mobile",21,"16"
7399827,25,0,1,0,0,1,1,0,1,"Mobile",9,"12"
7399957,25,1,1,0,0,0,2,0,1,"Mobile",1,"16"
7399964,25,1,0,0,0,0,1,0,1,"Mobile",9,"18"
7400057,10,0,1,1,25,0,1,0,1,"Mobile",16,"9"
7400097,50,1,0,0,0,0,1,1,1,"Desktop",12,"13"
7400155,50,1,0,0,0,0,1,0,1,"Mobile",8,"18"
7400200,22,1,0,0,0,0,2,0,1,"Mobile",9,"22"
7400211,10,1,0,0,0,0,1,1,1,"Desktop",2,"15"
7400219,25,0,0,0,0,0,1,0,1,"Mobile",10,"9"
7400250,110.58,1,1,0,0,0,1,1,1,"Desktop",26,"17"
7400253,90.3,0,0,0,0,0,2,0.5,2,"",3,"16"
7400308,90,1,0,0,0,0,4,0.428571428571429,2,"",12,"9"
7400327,1313.99,0,0,0,0,1,12,0.25,2,"Desktop",1,"22"
7400389,100,1,0,0,0,0,1,0,1,"Mobile",19,"17"
7400450,50,1,0,0,0,0,1,1,1,"Desktop",6,"12"
7400552,97.35,1,0,0,0,1,1,0,1,"Mobile",13,"13"
7400611,25,1,0,0,0,0,1,0,1,"Mobile",5,"13"
7400640,24.38,0,0,0,0,1,3,0,1,"Mobile",2,"21"
7400782,50,0,1,2,70,0,1,0,1,"Mobile",6,"17"
7400894,100,1,0,0,0,0,2,1,1,"Desktop",5,"15"
7400902,10,0,0,0,0,0,1,0,1,"Mobile",25,"20"
7401075,50,0,0,0,0,0,1,0,1,"Mobile",21,"15"
7401110,95.27,0,0,0,0,0,4,0,2,"Mobile",12,"19"
7401128,38,0,0,0,0,1,1,0,1,"Mobile",10,"10"
7401158,75,1,0,0,0,1,2,0,1,"Mobile",1,"13"
7401187,50,0,0,0,0,0,1,0,1,"Mobile",6,"21"
7401250,50,0,0,0,0,1,1,0,1,"Mobile",13,"12"
7401281,100,0,0,0,0,1,3,1,1,"Desktop",19,"18"
7401300,50,0,0,0,0,0,1,0,1,"Mobile",12,"16"
7401412,25,1,0,0,0,1,1,1,1,"Desktop",14,"8"
7401508,50,1,0,0,0,0,1,0,1,"Mobile",3,"9"
7401523,50,0,0,0,0,1,1,0,1,"Mobile",1,"23"
7401599,200,1,0,0,0,0,1,1,1,"Desktop",9,"11"
7401693,100,1,0,0,0,0,1,0,1,"Tablet",16,"23"
7401743,76.32,1,0,0,0,0,1,0,1,"Tablet",27,"8"
7401767,50,0,0,0,0,0,1,0,1,"Mobile",15,"20"
7401814,25,0,0,0,0,1,1,1,1,"Desktop",22,"19"
7401891,50,0,0,0,0,1,1,1,1,"Desktop",13,"22"
7401993,10,1,0,0,0,0,1,0,1,"Mobile",13,"12"
7402127,25,0,0,0,0,0,1,0,1,"Mobile",22,"1"
7402149,25,1,0,0,0,0,1,1,1,"Desktop",5,"17"
7402191,25,0,0,0,0,1,1,0,1,"Mobile",4,"17"
7402202,25,1,0,0,0,0,1,1,1,"Desktop",6,"10"
7402227,25,0,0,0,0,1,1,0,1,"Mobile",13,"11"
7402295,25,0,0,0,0,0,1,1,1,"Desktop",24,"18"
7402303,149,1,0,0,0,1,2,0,1,"Mobile",11,"14"
7402331,20,1,0,0,0,0,1,0,1,"Mobile",2,"1"
7402390,100,1,1,0,0,0,1,0,1,"Mobile",5,"13"
7402418,45,1,1,1,30,0,2,0,1,"Mobile",2,"2"
7402505,76.33,0,1,0,0,0,1,0,1,"Mobile",21,"20"
7402540,105,1,0,0,0,1,3,0,1,"Mobile",6,"17"
7402569,188.26,0,0,0,0,0,1,0,1,"Mobile",16,"23"
7402609,10,0,0,0,0,0,1,0,1,"Mobile",2,"17"
7402701,300,0,1,0,0,0,12,0,2,"",1,"18"
7402744,50,0,0,0,0,1,1,1,1,"Desktop",1,"17"
7402864,195,1,0,0,0,0,6,0.166666666666667,2,"",3,"7"
7402884,50,0,0,0,0,0,2,0,1,"Mobile",5,"17"
7402907,25,1,0,0,0,0,1,0,1,"Mobile",21,"15"
7402934,20,0,0,0,0,0,1,0,1,"Mobile",20,"18"
7403038,168.55,1,0,0,0,0,3,0,1,"Mobile",2,"22"
7403237,315.69,0,0,0,0,0,9,0.111111111111111,3,"Mobile",20,"19"
7403281,157.44,1,0,0,0,0,2,0,1,"Mobile",22,"19"
7403384,80,0,0,0,0,1,2,0,1,"Mobile",13,"12"
7403389,32,0,0,0,0,0,1,1,1,"Desktop",8,"19"
7403425,10,1,0,0,0,0,1,1,1,"Desktop",27,"8"
7403460,25,1,0,0,0,0,1,1,1,"Desktop",15,"14"
7403475,50,0,1,0,0,0,2,0,1,"Mobile",3,"20"
7403588,30,0,0,0,0,1,2,0,1,"Mobile",18,"15"
7403745,175,1,0,0,0,0,4,0,2,"",12,"20"
7403778,187.33,0,0,0,0,1,1,0,1,"Mobile",23,"14"
7403856,25,0,0,0,0,0,1,1,1,"Desktop",13,"11"
7403909,20.45,1,0,0,0,0,1,0,1,"Mobile",2,"11"
7403966,25,0,0,0,0,0,1,0,1,"Mobile",5,"0"
7403975,25,1,0,0,0,1,1,0,1,"Mobile",22,"18"
7404005,125,1,0,0,0,0,3,1,1,"Desktop",4,"22"
7404024,25,0,0,0,0,0,1,0,1,"Tablet",10,"10"
7404056,78.65,0,0,0,0,0,4,0.25,2,"",4,"23"
7404085,25,1,0,0,0,0,1,0,1,"Mobile",18,"20"
7404200,200,0,0,0,0,1,1,1,1,"Desktop",13,"11"
7404208,346.16,1,0,0,0,0,4,0.25,2,"",6,"17"
7404220,25,1,0,0,0,0,1,0,1,"Mobile",2,"19"
7404306,150,0,1,2,149,1,3,0.666666666666667,2,"",5,"11"
7404377,165.06,0,0,0,0,0,1,1,1,"Desktop",22,"14"
7404390,50,1,0,0,0,0,2,0,1,"Mobile",3,"11"
7404405,50,1,0,0,0,0,1,0,1,"Mobile",23,"21"
7404512,10,0,0,0,0,0,1,0,1,"Mobile",16,"16"
7404536,425,0,0,0,0,0,6,0.5,2,"Desktop",3,"18"
7404537,25,1,0,0,0,0,1,1,1,"Desktop",13,"12"
7404547,25,0,0,0,0,1,1,0,1,"Mobile",5,"12"
7404663,25,1,0,0,0,0,1,1,1,"Desktop",5,"19"
7404665,25,0,0,0,0,1,1,1,1,"Desktop",2,"15"
7404677,50,1,0,0,0,1,1,0,1,"Mobile",20,"17"
7404688,10,1,1,0,0,0,1,1,1,"Desktop",14,"6"
7404745,334.6,1,0,0,0,1,4,1,1,"Desktop",15,"2"
7404811,50,0,0,0,0,1,1,0,1,"Mobile",16,"21"
7404839,15,0,1,0,0,0,1,0,1,"Mobile",28,"10"
7404851,118.99,0,0,0,0,0,1,1,1,"Desktop",26,"15"
7404895,25,0,0,0,0,1,1,0,1,"Mobile",5,"15"
7404898,25,1,0,0,0,1,1,0,1,"Mobile",24,"10"
7404907,602.79,0,0,0,0,1,6,0.875,2,"Desktop",2,"12"
7404989,25,1,0,0,0,0,1,0,1,"Mobile",22,"16"
7405022,50,1,0,0,0,1,1,0,1,"Mobile",22,"12"
7405089,25,0,0,0,0,0,1,1,1,"Desktop",14,"13"
7405148,205,1,0,0,0,1,7,0.125,3,"Desktop",3,"15"
7405154,5,1,0,0,0,1,3,0.333333333333333,2,"Mobile",10,"9"
7405189,200,1,0,0,0,0,2,1,1,"Desktop",13,"14"
7405216,25,0,1,0,0,0,1,0,1,"Mobile",13,"12"
7405229,20,1,0,0,0,0,1,0,1,"Mobile",15,"17"
7405375,25,1,0,0,0,0,1,0,1,"Mobile",5,"20"
7405432,25,0,0,0,0,1,1,0,1,"Mobile",17,"14"
7405460,100,0,0,0,0,0,1,1,1,"Desktop",5,"13"
7405469,36.58,1,0,0,0,0,1,0,1,"Mobile",27,"0"
7405495,25,0,0,0,0,1,1,1,1,"Desktop",20,"14"
7405770,28,0,1,0,0,1,3,1,1,"Desktop",2,"12"
7405935,937.51,1,0,0,0,1,10,0,1,"Mobile",3,"10"
7406075,30,0,1,0,0,0,1,1,1,"Desktop",2,"11"
7406077,25,0,0,0,0,0,1,1,1,"Desktop",11,"12"
7406109,25,0,0,0,0,0,1,0,1,"",2,"14"
7406195,25,0,0,0,0,1,1,0,1,"Mobile",23,"14"
7406201,72.95,1,0,0,0,1,1,0,1,"Mobile",6,"15"
7406261,25,1,0,0,0,1,1,1,1,"Desktop",5,"12"
7406268,85.75,0,0,0,0,0,1,1,1,"Desktop",20,"16"
7406274,223.91,0,0,0,0,0,1,1,1,"Desktop",14,"17"
7406303,74.44,1,0,0,0,1,3,0,1,"Mobile",9,"14"
7406320,20,0,0,0,0,0,1,1,1,"Desktop",21,"22"
7406340,25,1,0,0,0,0,1,0,1,"Mobile",15,"20"
7406421,50,0,0,0,0,0,1,0,1,"Mobile",2,"13"
7406431,10,1,0,0,0,0,1,0,1,"Mobile",8,"20"
7406528,25,1,0,0,0,0,1,0,1,"Mobile",7,"8"
7406542,20,0,1,0,0,0,1,1,1,"Desktop",6,"13"
7406547,75,1,0,0,0,0,2,0,1,"Mobile",4,"21"
7406564,25,0,0,0,0,0,1,1,1,"Desktop",20,"22"
7406577,25,1,0,0,0,0,1,0,1,"Mobile",12,"12"
7406581,150,0,0,0,0,0,3,0.333333333333333,2,"Desktop",6,"20"
7406605,120,1,0,0,0,1,6,0.166666666666667,2,"",18,"8"
7406621,480.94,1,1,0,0,0,2,1,1,"Desktop",13,"12"
7406663,115,0,0,0,0,0,1,0,1,"Mobile",5,"20"
7406774,171,1,0,0,0,0,5,0.2,2,"",10,"21"
7406785,150,1,0,0,0,1,1,1,1,"Desktop",20,"19"
7406788,1093.08,1,0,0,0,0,12,0.1875,2,"",1,"9"
7406823,25,1,0,0,0,0,1,0,1,"Mobile",12,"8"
7406826,54.71,1,0,0,0,0,1,0,1,"Mobile",7,"19"
7406852,75,0,0,0,0,0,1,0,1,"Mobile",7,"9"
7406896,10,0,0,0,0,0,1,0,1,"Mobile",8,"20"
7406917,10,0,0,0,0,1,1,0,1,"Mobile",14,"20"
7406938,50,1,1,0,0,0,1,1,1,"Desktop",3,"13"
7406957,99,0,0,0,0,1,1,0,1,"Mobile",8,"19"
7407016,25,0,0,0,0,0,1,1,1,"Desktop",12,"19"
7407019,100,1,0,0,0,0,2,0,1,"Mobile",11,"22"
7407084,40,1,0,0,0,1,1,1,1,"Desktop",22,"12"
7407148,95.49,1,0,0,0,0,2,1,1,"Desktop",15,"11"
7407215,25,0,0,0,0,1,1,0,1,"Mobile",12,"20"
7407259,20,1,1,0,0,0,1,0,1,"Mobile",21,"13"
7407288,10,1,0,0,0,0,1,1,1,"Desktop",17,"8"
7407297,25,1,0,0,0,0,1,0,1,"Mobile",3,"17"
7407392,20,0,0,0,0,0,1,0,1,"Mobile",18,"7"
7407447,60,0,1,0,0,0,2,0,1,"Mobile",19,"18"
7407456,50,0,0,0,0,0,1,1,1,"Desktop",13,"13"
7407506,325,1,1,0,0,0,5,0,2,"",3,"15"
7407552,25,1,0,0,0,1,1,1,1,"Desktop",9,"23"
7407595,25,0,0,0,0,0,2,0,2,"",8,"14"
7407629,50,0,0,0,0,0,1,0,1,"Mobile",13,"12"
7407684,100,0,0,0,0,0,1,1,1,"Desktop",10,"15"
7407722,25,1,0,0,0,0,1,0,1,"Mobile",14,"13"
7407764,100,1,0,0,0,0,1,0,1,"Tablet",5,"12"
7407812,100,1,1,0,0,0,1,1,1,"Desktop",8,"6"
7407852,50,1,0,0,0,0,1,1,1,"Desktop",21,"18"
7407886,20,1,0,0,0,0,1,0,1,"Mobile",23,"22"
7407887,45,0,1,0,0,0,1,0,1,"Mobile",14,"23"
7407896,50,1,0,0,0,0,2,0,1,"Mobile",11,"19"
7407934,25,1,0,0,0,0,1,0,1,"Mobile",19,"0"
7407964,50,1,1,5,189.86,0,2,0,1,"Mobile",3,"14"
7408032,10,0,0,0,0,0,1,0,1,"Mobile",9,"17"
7408061,55,0,0,0,0,1,2,0,1,"Mobile",4,"23"
7408063,99,1,0,0,0,0,1,0,1,"Mobile",24,"15"
7408116,20,1,0,0,0,1,1,1,1,"Desktop",22,"20"
7408177,225.07,0,0,0,0,0,1,1,1,"Desktop",13,"11"
7408291,50,1,0,0,0,0,1,0,1,"Mobile",3,"22"
7408350,50,1,0,0,0,0,1,0,1,"Mobile",22,"23"
7408367,31.2,0,0,0,0,0,1,0,1,"Mobile",11,"15"
7408445,25,1,0,0,0,0,1,0,1,"Mobile",13,"11"
7408454,25,1,0,0,0,0,1,1,1,"Desktop",5,"10"
7408533,25,0,0,0,0,0,1,0,1,"Mobile",2,"11"
7408615,20,0,0,0,0,0,1,0,1,"Mobile",1,"17"
7408618,99,0,0,0,0,0,1,0,1,"Mobile",10,"23"
7408627,100,1,0,0,0,0,1,0,1,"Mobile",1,"20"
7408636,50,1,0,0,0,1,2,0.333333333333333,2,"",7,"11"
7408667,50,1,1,0,0,0,1,0,1,"Mobile",16,"19"
7408690,25,0,1,0,0,0,1,0,1,"Mobile",18,"19"
7408704,100,0,0,0,0,0,4,0.5,2,"",1,"12"
7408785,99,1,0,0,0,0,1,0,1,"Mobile",12,"18"
7408792,50,1,0,0,0,0,2,0,1,"Mobile",4,"20"
7408800,126.72,1,0,0,0,1,6,0,1,"Mobile",5,"12"
7408846,11,0,0,0,0,0,2,0,1,"Mobile",6,"8"
7408880,50,1,0,0,0,1,2,0.5,2,"Desktop",22,"11"
7408882,50,1,0,0,0,0,1,0,1,"Mobile",7,"16"
7409108,7,1,0,0,0,1,7,0,1,"Mobile",3,"19"
7409193,92.26,1,0,0,0,0,1,1,1,"Desktop",13,"11"
7409297,25,1,1,0,0,0,1,1,1,"Desktop",2,"15"
